"interaction_name","lig_contributor","receptor_subunit","lig_contributor_group","lig_contributor_coeff","receptor_subunit_group","receptor_subunit_coeff","interaction_type","ligand_type","source"
"Glutamate-Glu-SLC1A7_GLS2_GRIN1_GRIN2C","GLS2;SLC1A7","GRIN2C;GRIN1","1;1","1","1;1","1","Non-protein Signaling","","CellChat"
"5alphaDihydroprogesterone-DHRS9_PGR","DHRS9","PGR","1","1","1","1","Non-protein Signaling","","CellChat"
"APP_SORL1","APP","SORL1","1","1","1","1","Cell-Cell Contact","","CellChat"
"APP_TNFRSF21","APP","TNFRSF21","1","1","1","1","Cell-Cell Contact","","CellChat"
"APP_TREM2_TYROBP","APP","TREM2;TYROBP","1","1","1;1","1","Cell-Cell Contact","","CellChat"
"APOB_APOBR","APOB","APOBR","1","1","1","1","Cell-Cell Contact","secreted","CellChat"
"APOB_TREM2_TYROBP","APOB","TREM2;TYROBP","1","1","1;1","1","Cell-Cell Contact","secreted","CellChat"
"APOE_TREM2_TYROBP","APOE","TREM2;TYROBP","1","1","1;1","1","Cell-Cell Contact","secreted","CellChat"
"RetinoicAcid-RA-ALDH1A1_RARB_CRABP2","ALDH1A1","RARB;CRABP2","1","1","1;1","1","Non-protein Signaling","","CellChat"
"RetinoicAcid-RA-ALDH1A1_RARB_RXRB_CRABP2","ALDH1A1","RARB;CRABP2;RXRB","1","1","1;1;1","1","Non-protein Signaling","","CellChat"
"RetinoicAcid-RA-ALDH1A1_RARG_CRABP2","ALDH1A1","RARG;CRABP2","1","1","1;1","1","Non-protein Signaling","","CellChat"
"RetinoicAcid-RA-ALDH1A1_RARG_RXRG_CRABP2","ALDH1A1","RARG;CRABP2;RXRG","1","1","1;1;1","1","Non-protein Signaling","","CellChat"
"RetinoicAcid-RA-ALDH1A1_RXRB_CRABP2","ALDH1A1","CRABP2;RXRB","1","1","1;1","1","Non-protein Signaling","","CellChat"
"RetinoicAcid-RA-ALDH1A1_RXRG_CRABP2","ALDH1A1","CRABP2;RXRG","1","1","1;1","1","Non-protein Signaling","","CellChat"
"RetinoicAcid-RA-ALDH1A1_RORB","ALDH1A1","RORB","1","1","1","1","Non-protein Signaling","","CellChat"
"RetinoicAcid-RA-ALDH1A2_RARB_CRABP2","ALDH1A2","RARB;CRABP2","1","1","1;1","1","Non-protein Signaling","","CellChat"
"RetinoicAcid-RA-ALDH1A2_RARB_RXRB_CRABP2","ALDH1A2","RARB;CRABP2;RXRB","1","1","1;1;1","1","Non-protein Signaling","","CellChat"
"RetinoicAcid-RA-ALDH1A2_RARG_CRABP2","ALDH1A2","RARG;CRABP2","1","1","1;1","1","Non-protein Signaling","","CellChat"
"RetinoicAcid-RA-ALDH1A2_RARG_RXRG_CRABP2","ALDH1A2","RARG;CRABP2;RXRG","1","1","1;1;1","1","Non-protein Signaling","","CellChat"
"RetinoicAcid-RA-ALDH1A2_RXRB_CRABP2","ALDH1A2","CRABP2;RXRB","1","1","1;1","1","Non-protein Signaling","","CellChat"
"RetinoicAcid-RA-ALDH1A2_RXRG_CRABP2","ALDH1A2","CRABP2;RXRG","1","1","1;1","1","Non-protein Signaling","","CellChat"
"RetinoicAcid-RA-ALDH1A2_RORB","ALDH1A2","RORB","1","1","1","1","Non-protein Signaling","","CellChat"
"BDNF_NGFR","BDNF","NGFR","1","1","1","1","Secreted Signaling","growth factor","CellChat"
"CADM1_NECTIN3","CADM1","NECTIN3","1","1","1","1","Cell-Cell Contact","","CellChat"
"Cholesterol-Cholesterol-DHCR24_RORA","DHCR24","RORA","1","1","1","1","Non-protein Signaling","","CellChat"
"Cholesterol-Cholesterol-DHCR24_RORC","DHCR24","RORC","1","1","1","1","Non-protein Signaling","","CellChat"
"Dehydroepiandrosterone-DHEA-STS_ESR1","UBASH3B","ESR1","1","1","1","1","Non-protein Signaling","","CellChat"
"Dehydroepiandrosterone-DHEA-STS_NR1I2","UBASH3B","NR1I2","1","1","1","1","Non-protein Signaling","","CellChat"
"NTN4_UNC5D","NTN4","UNC5D","1","1","1","1","Cell-Cell Contact","secreted","CellChat"
"NRG1_INTEGRIN_A6B4_COMPLEX","NRG1","ITGA6;ITGB4","1","1","1;1","1","Secreted Signaling","growth factor","CellChat"
"PECAM1_CD177","PECAM1","CD177","1","1","1","1","Cell-Cell Contact","","CellChat"
"Progesterone-Progesterone-HSD3B1_CATSPER1_CATSPERB","HSD3B1","CATSPER1;CATSPERB","1","1","1;1","1","Non-protein Signaling","","CellChat"
"Progesterone-Progesterone-HSD3B1_CATSPER1_CATSPERD","HSD3B1","CATSPER1;CATSPERD","1","1","1;1","1","Non-protein Signaling","","CellChat"
"Progesterone-Progesterone-HSD3B1_CATSPER4_CATSPERB","HSD3B1","CATSPER4;CATSPERB","1","1","1;1","1","Non-protein Signaling","","CellChat"
"Progesterone-Progesterone-HSD3B1_CATSPER4_CATSPERD","HSD3B1","CATSPER4;CATSPERD","1","1","1;1","1","Non-protein Signaling","","CellChat"
"ULBP1_NKG2D_HCST","ULBP1","KLRK1;HCST","1","1","1;1","1","Secreted Signaling","","CellChat"
"SerotoninDopamin-5-HT-DOPA-DDC_HTR1A","DDC","HTR1A","1","1","1","1","Non-protein Signaling","","CellChat"
"SerotoninDopamin-5-HT-DOPA-DDC_HTR1B","DDC","HTR1B","1","1","1","1","Non-protein Signaling","","CellChat"
"SerotoninDopamin-5-HT-DOPA-DDC_P28566","DDC","HTR1E","1","1","1","1","Non-protein Signaling","","CellChat"
"SerotoninDopamin-5-HT-DOPA-DDC_HTR1F","DDC","HTR1F","1","1","1","1","Non-protein Signaling","","CellChat"
"SerotoninDopamin-5-HT-DOPA-DDC_HTR2A","DDC","HTR2A","1","1","1","1","Non-protein Signaling","","CellChat"
"SerotoninDopamin-5-HT-DOPA-DDC_HTR2C","DDC","HTR2C","1","1","1","1","Non-protein Signaling","","CellChat"
"SerotoninDopamin-5-HT-DOPA-DDC_HTR3A","DDC","HTR3A","1","1","1","1","Non-protein Signaling","","CellChat"
"SerotoninDopamin-5-HT-DOPA-DDC_Q8WXA8","DDC","HTR3C","1","1","1","1","Non-protein Signaling","","CellChat"
"SerotoninDopamin-5-HT-DOPA-DDC_HTR4","DDC","HTR4","1","1","1","1","Non-protein Signaling","","CellChat"
"SerotoninDopamin-5-HT-DOPA-DDC_HTR7","DDC","HTR7","1","1","1","1","Non-protein Signaling","","CellChat"
"SerotoninDopamin-5-HT-DOPA-DDC_DRD1","DDC","DRD1","1","1","1","1","Non-protein Signaling","","CellChat"
"SerotoninDopamin-5-HT-DOPA-DDC_DRD2","DDC","DRD2","1","1","1","1","Non-protein Signaling","","CellChat"
"SLIT1_ROBO1","SLIT1","ROBO1","1","1","1","1","Secreted Signaling","secreted","CellChat"
"SLIT2_ROBO1","SLIT2","ROBO1","1","1","1","1","Secreted Signaling","secreted","CellChat"
"SLIT2_ROBO2","SLIT2","ROBO2","1","1","1","1","Secreted Signaling","secreted","CellChat"
"Triiodothyronine-T3-DIO3_THRB","DIO3;TG","THRB","1;1","1","1","1","Non-protein Signaling","hormone","CellChat"
